,Tiktoker name,Tiktok name,Subscribers count,Views avg.,Likes avg,Comments avg.,Shares avg
745,annaxsitar,anna x,11600000.0,3000000.0,461200.0,723.0,381.0
746,y.i.m_,Отборный юмор и комедия 🎭,177500.0,1400000.0,121300.0,1200.0,7700.0
747,matsu_kusarine,ラブマツ (LOVEMATSU),563900.0,2900000.0,186400.0,1800.0,1000.0
748,beinsports,beINSPORTS,1200000.0,1700000.0,213800.0,2200.0,1900.0
749,_mister_z,Marco Zedda,4500000.0,1600000.0,272200.0,2400.0,995.0
750,.shuberrr,максончиq,5800.0,2000000.0,152700.0,2100.0,2800.0
751,maharanikemala,maharanikemala,3200000.0,2500000.0,156200.0,1800.0,2000.0
752,analisseworld,Analisseworld,9900000.0,2100000.0,328900.0,967.0,1200.0
753,jairsanchezzz,Jair Sanchez,6200000.0,1300000.0,226900.0,1800.0,3500.0
754,machikayt,MachikaYT,12000000.0,1900000.0,291100.0,2200.0,558.0
755,michaelrendyw,Michael Rendy W,4600000.0,3900000.0,293600.0,740.0,558.0
756,dobretwins,Lucas and Marcus,35200000.0,1800000.0,221400.0,3300.0,498.0
757,swagboyq,SwagBoyQ on IG,23400000.0,3000000.0,216600.0,1400.0,858.0
758,xoomid,Xoomid,8200.0,1100000.0,135300.0,4200.0,5700.0
759,_nch04,𝐍𝐠𝐮𝐲𝐞̂̃𝐧 𝐇𝐚̉𝐢,4800000.0,2500000.0,209100.0,1400.0,1400.0
760,davidgalvanv,David Galván,3900000.0,2600000.0,244200.0,1500.0,807.0
761,usernamepuntaktahu,CEO OF SEKOLAH,587700.0,2200000.0,293300.0,1700.0,595.0
762,primkung007,PRIMKUNG,2100000.0,1400000.0,259899.99999999997,3500.0,575.0
763,isabelgiannuzzi,Isabel,1100000.0,3500000.0,298100.0,1200.0,187.0
764,baileyspinn,bailey,11100000.0,2300000.0,296100.0,2000.0,137.0
765,summerwalker,Summer Walker,1600000.0,1100000.0,199200.0,3300.0,3300.0
766,huynh_quang_6767,Huỳnh Quang - Bảo Ngọc,457600.0,2100000.0,185600.0,3400.0,337.0
767,bs_fo4eek,Fo4eek,36900.0,1900000.0,158800.0,2600.0,2100.0
768,carloandsarah,Carlo and sarah,3300000.0,2400000.0,188400.0,1200.0,1900.0
769,nadaakkhaledd,Nada khaled,2700000.0,2100000.0,275900.0,1300.0,1100.0
770,ups,UPS,92600.0,1200000.0,136700.0,2200.0,6300.0
771,ninja,Ninja,8300000.000000001,2300000.0,216200.0,1600.0,1400.0
772,attahalilintar,Atta Halilintar,10100000.0,2600000.0,288900.0,1300.0,661.0
773,nam.per,Nam Per,1600000.0,2500000.0,225000.0,1500.0,987.0
774,leal_stephany,Stephany Leal,13100000.0,1700000.0,351200.0,738.0,1600.0
775,lucaslopezvilet,Lucas Lopez,2400000.0,1300000.0,191400.0,1300.0,4500.0
776,vlad.hoshin,HOSHIN,11400000.0,1100000.0,250800.0,4100.0,1000.0
777,kauanahofem,Kau,7000000.0,1800000.0,262900.0,1800.0,1200.0
778,xolyssarosexo,Lyssa,60100.0,1600000.0,92600.0,8700.0,1100.0
779,joe.bartolozzi,Joe Bartolozzi,17800000.0,1500000.0,296700.0,2800.0,376.0
780,maxkhadarr,max khadar,1300000.0,1100000.0,197600.0,3000.0,3400.0
781,jacksonaces,JACKSON ACES MAGIC🎩,6200000.0,1500000.0,93000.0,3000.0,6900.0
782,ninjagirldraws,Dania,3600000.0,1700000.0,147100.0,2000.0,3500.0
783,trien.13,TRIỂN CHILL,491400.0,1300000.0,177100.0,3900.0,2100.0
784,connordewolfe,Connor DeWolfe,5300000.0,1100000.0,276000.0,1500.0,3000.0
785,loupernaut,Lou PERNAUT,1300000.0,2400000.0,280700.0,1800.0,198.0
786,bxyeditss,[panyo ni irene],419400.0,1100000.0,202500.0,2800.0,3400.0
787,totochegang,Anto,1400000.0,1400000.0,275400.0,1400.0,2300.0
788,luciiasanese,lu,30100.0,1200000.0,186900.0,2700.0,3600.0
789,nickandcarrie,Nick&Carrie,5600000.0,1900000.0,290500.0,1000.0,1500.0
790,juanchimy,Juan Lopez,2700000.0,1400000.0,325100.0,1700.0,1300.0
791,bene.schulz,Bene,5700000.0,2000000.0,254600.0,1600.0,1100.0
792,com.amugiri2,【コムドット】あむぎり,712300.0,1300000.0,200100.0,3800.0,1400.0
793,goldwin.reyes,GOLDWIN REYES,1500000.0,2500000.0,335300.0,964.0,659.0
794,lulu_pt,Lulu,299600.0,1900000.0,223900.0,921.0,2200.0
795,itskingchris,KingChristian,15300000.0,1400000.0,258600.00000000003,2200.0,1700.0
796,fahmi.nm,Fahmi,7600000.0,2200000.0,237400.0,1800.0,748.0
797,farhanrn__,FARHAN,3800000.0,1700000.0,281900.0,1800.0,1000.0
798,liltjay,Lil Tjay,4400000.0,1800000.0,221200.0,2700.0,775.0
799,vilmeijuga,VILMEI✨,8400000.0,1700000.0,169200.0,3500.0,1100.0
800,faryanggaa,Ryann,4400000.0,1700000.0,272200.0,1900.0,1000.0
801,gordeewa__13,вечно изящная,9500000.0,2600000.0,214500.0,1800.0,604.0
802,fadiljaidi,Fadil Jaidi,7500000.0,2500000.0,351600.0,967.0,543.0
803,darianrojasc,D A R I A NR O J A S,29400000.0,3100000.0,445000.0,575.0,385.0
804,ibaillanos,Ibai,8900000.0,1500000.0,260500.0,1300.0,2000.0
805,tsezy,Tommy,4800000.0,2000000.0,253500.0,1900.0,735.0
806,linhkool1993,Linh Kool,4500000.0,3300000.0,330300.0,954.0,256.0
807,rayanfahmi,Rayoon,3200000.0,2200000.0,192000.0,2100.0,1100.0
808,unnecessaryinventions,unnecessaryinvention,4600000.0,2200000.0,194600.0,2000.0,1100.0
809,basementgang,Basement Gang,5000000.0,1400000.0,275200.0,1400.0,2100.0
810,bessan_esmail,بيسان اسماعيل - Bessan Ismail,10100000.0,1800000.0,132100.0,4200.0,1400.0
811,com.yuma1214,【コムドット】ゆうま,812700.0,1300000.0,188300.0,3900.0,1400.0
812,anggun_core,anggun✨,14800000.0,3600000.0,178000.0,1300.0,697.0
813,xibibrothers,Xibi Brothers,7600000.0,1800000.0,246500.0,888.0,2000.0
814,moni_lina,MoniLina,14500000.0,7700000.0,128100.0,367.0,942.0
815,avani,avani,40400000.0,1800000.0,237600.0,2100.0,874.0
816,haijoel,Haijoel,409500.0,2800000.0,167700.0,2500.0,279.0
817,samanthayve,samantha eve,5800000.0,1300000.0,205400.0,3400.0,1400.0
818,hoaa.hanassii,Đào Lê Phương Hoa,10800000.0,1600000.0,255300.0,2400.0,695.0
819,ryanbakery,𝙍𝙮𝙖𝙣𝘽𝙖𝙠𝙚𝙧𝙮,1100000.0,1600000.0,171300.0,2400.0,2400.0
820,djprecise,DJ Precise,3400000.0,1700000.0,186400.0,3100.0,897.0
821,jeffreestar,Jeffree Star,2200000.0,2100000.0,208400.0,2000.0,872.0
822,christiandaloii_,Christiandaloii_,2900000.0,1500000.0,197400.0,2500.0,1900.0
823,abdullah_eltourky,Eltourky 👑,6700000.0,2000000.0,235700.0,1200.0,1400.0
824,oironyoliveira,Kbuloso 😈,5900000.0,1300000.0,87300.0,490.0,10900.0
825,lana_mohd89,𝑳𝑨𝑵𝑨 🦋,4400000.0,2100000.0,161700.0,2400.0,1200.0
826,lyrico__,ʟʏʀɪᴄᴏ,2900000.0,1100000.0,105600.0,1100.0,10100.0
827,beasteater,BeastEater,18000000.0,2700000.0,248400.0,1700.0,208.0
828,nick.digiovanni,nick.digiovanni,8600000.0,2100000.0,295300.0,1200.0,778.0
829,milosramen,Jacob🇭🇳,1300000.0,2200000.0,272900.0,1400.0,665.0
830,steveharvey,Steve Harvey,9200000.0,1800000.0,176800.0,1700.0,2400.0
831,ngoanhtan1,Bạn Tấn chúa tể nỗi buồn,777600.0,1600000.0,153100.0,2700.0,2400.0
832,gemelasabello2,gemelasabello2,13200000.0,2600000.0,293200.0,693.0,950.0
833,creatorar,Arpostt,624100.0,1700000.0,141300.0,733.0,4400.0
834,vanrezaputra,Elaina,320100.0,1900000.0,163300.0,2300.0,1800.0
835,bestluxurycars,Bestluxurycars,3000.0,769500.0,136900.0,1400.0,10200.0
836,johaanzu,JohaanZu,3600000.0,1700000.0,320200.0,1600.0,716.0
837,nelyrall,NELYRALL,4600000.0,1100000.0,214500.0,1900.0,3500.0
838,leigh_mcnasty,Leigh McClendon,2800000.0,1000000.0,157000.0,1300.0,6100.0
839,xo4y_remont56,user4538340664186,82900.0,2700000.0,67400.0,589.0,6000.0
840,sofarsabi,SOFARSABI,5500000.0,2100000.0,208400.0,2200.0,584.0
841,cerolzera,CEROL,4099999.9999999995,1700000.0,180400.0,2700.0,1300.0
842,animalize21,animalize21🔥,10300000.0,2000000.0,248100.0,1400.0,1000.0
843,itspierreboo,Pierre,12500000.0,1900000.0,278300.0,1600.0,753.0
844,lorengray,Loren Gray,54300000.0,1800000.0,248400.0,1500.0,1200.0
845,football.tonight,football.tonight,391500.0,2000000.0,152200.0,2300.0,1600.0
846,danielmidas,danielmidas,281800.0,1400000.0,119100.0,1600.0,5500.0
847,laila_mahmoud62,ليلي محمود ♥️,3000000.0,3400000.0,204700.0,772.0,931.0
848,quintongriggs,Q U I N T O N,6400000.0,1400000.0,169800.0,3300.0,1700.0
849,erictro,Eric Tro,2200000.0,3700000.0,358800.0,453.0,438.0
850,doongool,🔥Dongol🔥,3100000.0,2200000.0,255000.0,1100.0,1000.0
851,madozilla,mad,5700000.0,888900.0,194400.0,3900.0,2900.0
852,anxietycouple,Anxiety couple,10700000.0,2600000.0,274900.0,765.0,886.0
853,nildachiaraviglio,NildaChiaraviglio,798900.0,1300000.0,117900.0,723.0,7000.0
854,haccon.01,𝐇𝐚̣𝐜 𝐂𝐨𝐧🦩,325100.0,1900000.0,157800.0,3600.0,314.0
855,fukada0318,深田えいみ,4600000.0,2000000.0,150800.0,2600.0,1300.0
856,ahmedbasyoni,Ahmed Basyoni,1200000.0,1700000.0,125900.0,2400.0,3000.0
857,sinadeinert,sinadeinert,5500000.0,967700.0,207500.0,4600.0,1200.0
858,austinandlexi,⚡️Austin & Lexi 💥,3200000.0,1300000.0,253300.0,1500.0,2000.0
859,jayrscottyy,Jordan Scott,2300000.0,900600.0,173100.0,3700.0,3700.0
860,manja_faiez,Manja,593100.0,1500000.0,128000.0,2200.0,3800.0
861,moontellthat,MOONTELLTHAT,13100000.0,2300000.0,156900.0,1700.0,1600.0
862,baraa.bolat,@baraabolat,1600000.0,2300000.0,143900.0,2500.0,959.0
863,yurika_aruno,Danone💕,2800000.0,1300000.0,209900.0,2900.0,1300.0
864,360tv,ARISHA ROSS,9900000.0,2000000.0,162000.0,3000.0,461.0
865,its.__yara,its._yara,749500.0,1100000.0,65400.00000000001,7300.0,8600.0
866,ava_love33,Ava Love,2700000.0,1500000.0,299500.0,2100.0,471.0
867,mohaimen.alaa,مهيمن علاء,2900000.0,1200000.0,190400.0,3500.0,1500.0
868,officialsalicerose,Salice Rose,18600000.0,1100000.0,201300.0,1800.0,3400.0
869,hisoyvaleria,➖V A L E R I A ➖,6200000.0,2700000.0,354700.0,803.0,380.0
870,saaihalilintar,SAAIH HALILINTAR,4300000.0,3000000.0,272400.0,893.0,492.0
871,pierson,Pierson,12500000.0,2000000.0,287000.0,1700.0,306.0
872,mursid241,Mursid,2200000.0,2400000.0,179100.0,2300.0,416.0
873,stayc_official,STAYC,1300000.0,1600000.0,181100.0,2900.0,1000.0
874,liamsilk,Liam Silk,6900000.0,890600.0,249600.0,2600.0,2500.0
875,deangerald,𝕯𝖊𝖆𝖓,382000.0,1300000.0,193900.0,607.0,3800.0
876,polya_tuti,Поля тут🔥👇,2300000.0,3100000.0,250600.0,711.0,730.0
877,trevorwallace,trevor wallace,7300000.0,1500000.0,208700.0,759.0,2800.0
878,jarvali,Jarvis,2200000.0,1200000.0,251700.0,2100.0,1600.0
879,gertieinar,Gerti & Megi,2500000.0,4000000.0,162300.0,904.0,835.0
880,_angelomarasigan,Angelo,484000.0,1400000.0,206700.0,2100.0,1800.0
881,lupinelakes,Lupine,81400.0,1900000.0,376200.0,781.0,811.0
882,jauncydev,jonny devaney,1500000.0,1100000.0,172000.0,1300.0,4600.0
883,ivoryowl,Makayla,1100000.0,1400000.0,238000.0,1800.0,1500.0
884,joshrichards,Josh Richards,25600000.0,2200000.0,297800.0,991.0,691.0
885,haga7_dayo,HAGA SEVEN/ No War🕊,1700000.0,2800000.0,120900.0,914.0,2300.0
886,itsmenicksmithy2,Nick Smithyman 😎,9800000.0,1600000.0,217000.0,1900.0,1400.0
887,so_andreyy,So_Andrey,541100.0,2200000.0,111800.0,537.0,4000.0
888,la.maraaa,LA MARA,6100000.0,959700.0,213900.0,5100.0,277.0
889,paulorgds,paulo🌻,375900.0,1400000.0,224900.0,1300.0,2200.0
890,murphslife,Aaron Murphy,4700000.0,1500000.0,173400.0,1400.0,2800.0
891,okthatscreepy,OkThat’sCreepy,366800.0,3100000.0,144300.0,1200.0,1300.0
892,dylanpage.ning,Dylan Page,2500000.0,1200000.0,196900.0,2800.0,1900.0
893,fabiola.baglieri,𝐹𝑎𝑏𝑖𝑜𝑙𝑎,11600000.0,2400000.0,288700.0,1300.0,294.0
894,tnt_500,ทาจิมานะ เรียว,24100.0,1700000.0,236500.0,1200.0,1600.0
895,rawanfahmii,rawan,3400000.0,1800000.0,189700.0,1700.0,1500.0
896,bigcheese8581,Matt “Big Cheese”,7600.0,1300000.0,187300.0,581.0,4000.0
897,demin02_,Никита,1000000.0,1400000.0,223400.0,1900.0,1600.0
898,charlyokei,Charlyy,3700000.0,2400000.0,300100.0,914.0,583.0
899,pollyjaewebster,Polly-Jae,158400.0,1600000.0,188800.0,2200.0,1400.0
900,leventgeiger,Levent Geiger,3100000.0,1200000.0,165500.0,2600.0,2900.0
901,floofnoodles,Floofnoodles,17000000.0,1300000.0,154000.0,1800.0,3800.0
902,stwartabdala,•  R A T O N C I T O 🧀🐁,538800.0,932600.0,79200.0,905.0,13600.0
903,com.yuta0305,【コムドット】ゆうた,1000000.0,949100.0,179700.0,4300.0,2000.0
904,kxmzzzy,kxmz,370100.0,2000000.0,218300.0,999.0,1400.0
905,faulox_,faulox,6800000.0,1700000.0,172400.0,2700.0,1000.0
906,yourrkayesss,kayess,4800000.0,1100000.0,169000.0,3200.0,2800.0
907,oliviaalpert,Olivia Alpert,52700.0,2600000.0,139100.0,1900.0,996.0
908,brodywellmaker,Brody Wellmaker,20300000.0,1800000.0,229800.0,1300.0,1300.0
909,ranierao,rani,18100.0,929900.0,251600.0,2600.0,1900.0
910,antrobo10,Anthony,545000.0,850400.0,128100.0,2300.0,7200.0
911,therealmaneskin,Måneskin,5400000.0,1100000.0,214000.0,2900.0,1500.0
912,gustavomeloof,Gustavo Melo,4600000.0,1200000.0,86800.0,1300.0,8600.0
913,samsamne0,Sam Samm,709400.0,2100000.0,187700.0,1800.0,893.0
914,bassant33,🔥bassantOfficial🔥,4500000.0,2700000.0,162200.0,1600.0,793.0
915,aichangemoy_,YT : AiChan TV,6600000.0,1700000.0,191200.0,2500.0,680.0
916,jaytorresss,Jay Torres,3800000.0,1800000.0,242700.0,844.0,1600.0
917,xvusex,T,21100.0,951600.0,199100.0,1300.0,4100.0
918,sibenitoo,SiBenitoo,4700000.0,2200000.0,140000.0,1700.0,1700.0
919,jumpersjump,Jumpers Jump Podcast,6400000.0,2100000.0,220100.0,1700.0,486.0
920,williesalim,WILLIE SALIM,8300000.000000001,1900000.0,148200.0,2900.0,713.0
921,itsari.aleise,Arianna Hailey,11800000.0,1700000.0,322800.0,1600.0,359.0
922,arilbjn,Mochamad,51300.0,1300000.0,221900.0,955.0,2700.0
923,camxnie,Cam & Nie,3200000.0,1400000.0,173900.0,544.0,3700.0
924,cristobalsoria,Cristóbal Soria,572000.0,1200000.0,120200.0,4400.0,2700.0
925,japeth023,japeth023,557900.0,1500000.0,194200.0,1600.0,1900.0
926,venao2323,YANFRY EL TIERNO🙈,4200000.0,1500000.0,166600.0,1000.0,3000.0
927,kuki_yt,Kuki_youtube,1800000.0,1500000.0,315700.0,1300.0,774.0
928,ozikoy,KOY,6900000.0,2200000.0,186400.0,1200.0,1300.0
929,swaghoe666,Tik Toker,1400000.0,2100000.0,306500.0,1100.0,501.0
930,robsonabreu,Robson Abreu,3200000.0,1400000.0,82000.0,8300.0,470.0
931,juliagisella,Julia Gisella,10200000.0,784400.0,186900.0,3100.0,3700.0
932,andreslleal,Andrés Leal,2800000.0,1700000.0,91600.0,3700.0,2900.0
933,gabryellurlan,Gabryell Urlan,6800000.0,1400000.0,221900.0,1200.0,2100.0
934,kagramanana,kagramana,6200000.0,1200000.0,184100.0,1000.0,3500.0
935,yizaroff,YIZARO,4000000.0,1400000.0,225100.0,2600.0,611.0
936,adamw,Adam W,15700000.0,1800000.0,179500.0,1100.0,1900.0
937,xoteam,XO Team,32100000.0,2100000.0,222900.0,1600.0,481.0
938,saydenseay,Sayden,3300000.0,938900.0,257300.0,1600.0,2500.0
939,justthenobodys,JustTheNobodys,7100000.0,1400000.0,175800.0,2200.0,1800.0
940,snerixx,Sam Erix,8000000.0,1900000.0,369200.0,1000.0,361.0
941,valenrewah,Valent,7500000.0,2400000.0,272600.0,929.0,605.0
942,cheekyboyos,the cheeky boyos,10900000.0,1800000.0,252800.0,1300.0,867.0
943,cokodive,cokodive,188500.0,871100.0,172500.0,2800.0,3700.0
944,_tusya_kiskis,_Tusya_kiskis,6700000.0,1400000.0,161200.0,1500.0,2800.0
945,danaandthewolf,danaandthewolf,187300.0,2500000.0,252500.0,824.0,712.0
946,pakoyaso_,Pakoyaso,9500000.0,1800000.0,216100.0,1200.0,1400.0
947,zhenyalavrik,Переезд в Турцию 🇹🇷,364500.0,3200000.0,69400.0,1800.0,2600.0
948,teukuryantr,teukuryantr,3100000.0,1700000.0,236800.0,1300.0,1100.0
949,jamescharles,James Charles,36100000.0,1700000.0,191600.0,2200.0,752.0
950,zhenyalavrik,Переезд в Турцию 🇹🇷,364500.0,3200000.0,69400.0,1800.0,2600.0
951,teukuryantr,teukuryantr,3100000.0,1700000.0,236800.0,1300.0,1100.0
952,jamescharles,James Charles,36100000.0,1700000.0,191600.0,2200.0,752.0
953,cardncyn,Carddd,1500000.0,2500000.0,271100.0,791.0,623.0
954,mariahandbill,Mariah and Bill ღ,13900000.0,2700000.0,217800.0,1200.0,462.0
955,jamal.jamael,Karim Jamal,2600000.0,1400000.0,203400.0,2400.0,991.0
956,nastasyashinee,🇮🇩 BAGUS ISTRI 🇮🇩,4900000.0,2500000.0,154500.0,1600.0,880.0
957,riska_nurwidia,Riska Nur Widia,2600000.0,2500000.0,276800.0,623.0,755.0
958,ermo1enko,🖤ТВОЯ ВЕЧЕРИНКА🖤,1700000.0,1700000.0,326300.0,870.0,849.0
959,mackenzieziegler,Mackenzie Ziegler,22100000.0,2100000.0,325500.0,1000.0,380.0
960,yarenalaca,Yaren Alaca,5400000.0,1600000.0,119200.0,4600.0,513.0
961,gabrielvalland,Gabriel Valland,958200.0,1100000.0,257899.99999999997,1700.0,1700.0
962,judiitharias,Judith & Ángel 🙋🏻‍♀️🙋🏽‍♂️,15700000.0,3100000.0,302000.0,763.0,249.0
963,adamrayokay,ADAMRAY,6800000.0,1900000.0,217600.0,1700.0,629.0
964,ethob0t,Ethobot,534200.0,2400000.0,203100.0,1300.0,668.0
965,soylapizito,lapizito,13300000.0,2100000.0,277200.0,1200.0,442.0
966,fadeewa_makeup,Фадеева🦞,760200.0,1300000.0,113200.0,1700.0,4600.0
967,rosssmith,Ross Smith,21800000.0,1400000.0,263300.0,814.0,1700.0
968,bentleybuilds,Bentley Bastian,72000.0,3100000.0,77600.0,826.0,3100.0
969,edwinmendozza,𝖊𝖉𝖜𝖎𝖓,14200000.0,1800000.0,393600.0,1000.0,349.0
970,cocielo,Júlio Cocielo,4300000.0,1300000.0,204600.0,1500.0,2000.0
971,riqqo_,Riqqo_,66000.0,2900000.0,170300.0,1500.0,361.0
972,lgndfrvr,LGNDFRVR,15800000.0,1900000.0,241300.0,670.0,1300.0
973,jajad5,jajad5,630800.0,982400.0,263800.0,2100.0,1500.0
974,cocinaconcoqui,cocinaconcoqui,2000000.0,1400000.0,278300.0,628.0,1700.0
975,rucenuenda1,Ruce Nuenda,1100000.0,1600000.0,280900.0,1500.0,589.0
976,thaotaotau,Phương Thảo,5100000.0,2500000.0,267900.0,1200.0,237.0
977,brycehall,Bryce Hall,21300000.0,2400000.0,283200.0,901.0,476.0
978,just_dt,Dt,8900000.0,1100000.0,198600.0,1800.0,2500.0
979,seleterr,seleterr,27100.0,1500000.0,180500.0,807.0,2500.0
980,teamsport_philipp,Teamsport_Philipp,23200.0,957200.0,140400.0,2100.0,4600.0
981,arananadam38,Okan Taşdemir,175100.0,2000000.0,60000.0,967.0,6600.0
982,mngnzls,MONA,13000000.0,2600000.0,191100.0,1500.0,310.0
983,niico_pr,миша,1100000.0,1400000.0,197700.0,1900.0,1300.0
984,keemokazi,KEEMOKAZI,26000000.0,2100000.0,256000.0,1400.0,293.0
985,vivi,Vivi,10300000.0,1700000.0,224700.0,2000.0,412.0
986,german_crusader,Stardust Crusader,99000.0,902500.0,149000.0,1600.0,5100.0
987,whitehernandez,Blanca Hernández,112600.0,1400000.0,229700.0,1400.0,1400.0
988,shyazryne,aEiOu,86200.0,2900000.0,316000.0,595.0,373.0
989,rozhkova.olesya,Roozhkova,850000.0,1500000.0,197200.0,964.0,2100.0
990,mosqvin_,Та самая училка❤️🔥,2600000.0,1900000.0,348500.0,714.0,637.0
991,sepultacion,mari,6400000.0,1300000.0,301400.0,1900.0,404.0
992,kaansanity,aakaanksh,4900000.0,1100000.0,86400.0,569.0,8800.0
993,dizzlipin,diZzLipin,909600.0,1900000.0,79900.0,5500.0,356.0
994,aldomirandar,😂 Aldo Miranda 😂,8400000.0,1300000.0,212700.0,605.0,2700.0
995,nicolebernaal,nicolebernaal,4000000.0,2200000.0,351300.0,957.0,195.0
996,bellaretamosa,bella,5100000.0,2500000.0,340400.0,901.0,145.0
997,tunico80,🌠Antonio Tonon🌠,5800000.0,1000000.0,206800.0,2000.0,2100.0
998,armon.warren,Armoney,1200000.0,1900000.0,300800.0,904.0,630.0
999,soanhvadiephihi,Soanh x Diệp 💎,1600000.0,2600000.0,273200.0,720.0,530.0
